Title,Formatted Date,URL,pic_id
01-02-2013 Wednesday,[[20130102]],https://www.brookspriceaction.com/viewtopic.php?t=1951,1742
01-03-2013 Thursday,[[20130103]],https://www.brookspriceaction.com/viewtopic.php?t=1950,1748
01-04-2013 Friday,[[20130104]],https://www.brookspriceaction.com/viewtopic.php?t=1949,1751
01-07-2013 Monday,[[20130107]],https://www.brookspriceaction.com/viewtopic.php?t=1964,1753
01-08-2013 Tuesday,[[20130108]],https://www.brookspriceaction.com/viewtopic.php?t=1963,1757
01-09-2013 Wednesday,[[20130109]],https://www.brookspriceaction.com/viewtopic.php?t=1962,1765
01-10-2013 Thursday,[[20130110]],https://www.brookspriceaction.com/viewtopic.php?t=1961,1769
01-11-2013 Friday,[[20130111]],https://www.brookspriceaction.com/viewtopic.php?t=1960,1772
01-14-2013 Monday,[[20130114]],https://www.brookspriceaction.com/viewtopic.php?t=1978,1778
01-15-2013 Tuesday,[[20130115]],https://www.brookspriceaction.com/viewtopic.php?t=1977,1780
01-16-2013 Wednesday,[[20130116]],https://www.brookspriceaction.com/viewtopic.php?t=1976,1784
01-17-2013 Thursday,[[20130117]],https://www.brookspriceaction.com/viewtopic.php?t=1975,1789
01-18-2013 Friday,[[20130118]],https://www.brookspriceaction.com/viewtopic.php?t=1974,1795
01-22-2013 Tuesday,[[20130122]],https://www.brookspriceaction.com/viewtopic.php?t=1996,1804
01-23-2013 Wednesday,[[20130123]],https://www.brookspriceaction.com/viewtopic.php?t=1995,1809
01-24-2013 Thursday,[[20130124]],https://www.brookspriceaction.com/viewtopic.php?t=1994,1816
01-25-2013 Friday,[[20130125]],https://www.brookspriceaction.com/viewtopic.php?t=1993,1824
01-28-2013 Monday,[[20130128]],https://www.brookspriceaction.com/viewtopic.php?t=2007,1828
01-29-2013 Tuesday,[[20130129]],https://www.brookspriceaction.com/viewtopic.php?t=2006,1833
01-30-2013 Wednesday,[[20130130]],https://www.brookspriceaction.com/viewtopic.php?t=2005,
01-31-2013 Thursday,[[20130131]],https://www.brookspriceaction.com/viewtopic.php?t=2004,1843
02-01-2013 Friday,[[20130201]],https://www.brookspriceaction.com/viewtopic.php?t=2003,1845
02-04-2013 Monday,[[20130204]],https://www.brookspriceaction.com/viewtopic.php?t=2022,1849
02-05-2013 Tuesday,[[20130205]],https://www.brookspriceaction.com/viewtopic.php?t=2021,1854
02-06-2013 Wednesday,[[20130206]],https://www.brookspriceaction.com/viewtopic.php?t=2020,1860
02-07-2013 Thursday,[[20130207]],https://www.brookspriceaction.com/viewtopic.php?t=2019,1862
02-08-2013 Friday,[[20130208]],https://www.brookspriceaction.com/viewtopic.php?t=2018,1868
02-11-2013 Monday,[[20130211]],https://www.brookspriceaction.com/viewtopic.php?t=2034,1871
02-12-2013 Tuesday,[[20130212]],https://www.brookspriceaction.com/viewtopic.php?t=2033,1874
02-13-2013 Wednesday,[[20130213]],https://www.brookspriceaction.com/viewtopic.php?t=2032,1877
02-14-2013 Thursday,[[20130214]],https://www.brookspriceaction.com/viewtopic.php?t=2031,1882
02-15-2013 Friday,[[20130215]],https://www.brookspriceaction.com/viewtopic.php?t=2030,
02-19-2013 Tuesday,[[20130219]],https://www.brookspriceaction.com/viewtopic.php?t=2041,1896
02-20-2013 Wednesday,[[20130220]],https://www.brookspriceaction.com/viewtopic.php?t=2040,1899
02-21-2013 Thursday,[[20130221]],https://www.brookspriceaction.com/viewtopic.php?t=2039,1901
02-22-2013 Friday,[[20130222]],https://www.brookspriceaction.com/viewtopic.php?t=2038,1904
02-25-2013 Monday,[[20130225]],https://www.brookspriceaction.com/viewtopic.php?t=2051,1907
02-26-2013 Tuesday,[[20130226]],https://www.brookspriceaction.com/viewtopic.php?t=2050,1908
02-27-2013 Wednesday,[[20130227]],https://www.brookspriceaction.com/viewtopic.php?t=2049,1911
02-28-2013 Thursday,[[20130228]],https://www.brookspriceaction.com/viewtopic.php?t=2048,1914
03-01-2013 Friday,[[20130301]],https://www.brookspriceaction.com/viewtopic.php?t=2047,1916
03-04-2013 Monday,[[20130304]],https://www.brookspriceaction.com/viewtopic.php?t=2061,1917
03-05-2013 Tuesday,[[20130305]],https://www.brookspriceaction.com/viewtopic.php?t=2060,1921
03-06-2013 Wednesday,[[20130306]],https://www.brookspriceaction.com/viewtopic.php?t=2059,1924
03-07-2013 Thursday,[[20130307]],https://www.brookspriceaction.com/viewtopic.php?t=2058,1929
03-08-2013 Friday,[[20130308]],https://www.brookspriceaction.com/viewtopic.php?t=2057,1932
03-11-2013 Monday,[[20130311]],https://www.brookspriceaction.com/viewtopic.php?t=2071,1934
03-12-2013 Tuesday,[[20130312]],https://www.brookspriceaction.com/viewtopic.php?t=2070,1937
03-13-2013 Wednesday,[[20130313]],https://www.brookspriceaction.com/viewtopic.php?t=2069,1942
03-14-2013 Thursday,[[20130314]],https://www.brookspriceaction.com/viewtopic.php?t=2068,1944
03-15-2013 Friday,[[20130315]],https://www.brookspriceaction.com/viewtopic.php?t=2067,1947
03-18-2013 Monday,[[20130318]],https://www.brookspriceaction.com/viewtopic.php?t=2080,1950
03-19-2013 Tuesday,[[20130319]],https://www.brookspriceaction.com/viewtopic.php?t=2079,1953
03-20-2013 Wednesday,[[20130320]],https://www.brookspriceaction.com/viewtopic.php?t=2078,1955
03-21-2013 Thursday,[[20130321]],https://www.brookspriceaction.com/viewtopic.php?t=2077,1957
03-22-2013 Friday,[[20130322]],https://www.brookspriceaction.com/viewtopic.php?t=2076,1962
03-25-2013 Monday,[[20130325]],https://www.brookspriceaction.com/viewtopic.php?t=2089,1966
03-26-2013 Tuesday,[[20130326]],https://www.brookspriceaction.com/viewtopic.php?t=2088,1968
03-27-2013 Wednesday,[[20130327]],https://www.brookspriceaction.com/viewtopic.php?t=2087,1973
03-28-2013 Thursday,[[20130328]],https://www.brookspriceaction.com/viewtopic.php?t=2086,1978
03-29-2013 Friday,[[20130329]],https://www.brookspriceaction.com/viewtopic.php?t=2085,
04-01-2013 Monday,[[20130401]],https://www.brookspriceaction.com/viewtopic.php?t=2101,1980
04-02-2013 Tuesday,[[20130402]],https://www.brookspriceaction.com/viewtopic.php?t=2100,1981
04-03-2013 Wednesday,[[20130403]],https://www.brookspriceaction.com/viewtopic.php?t=2099,1983
04-04-2013 Thursday,[[20130404]],https://www.brookspriceaction.com/viewtopic.php?t=2098,1986
04-05-2013 Friday,[[20130405]],https://www.brookspriceaction.com/viewtopic.php?t=2097,1988
04-08-2013 Monday,[[20130408]],https://www.brookspriceaction.com/viewtopic.php?t=2107,1990
04-09-2013 Tuesday,[[20130409]],https://www.brookspriceaction.com/viewtopic.php?t=2106,1994
04-10-2013 Wednesday,[[20130410]],https://www.brookspriceaction.com/viewtopic.php?t=2105,1995
04-11-2013 Thursday,[[20130411]],https://www.brookspriceaction.com/viewtopic.php?t=2104,1999
04-12-2013 Friday,[[20130412]],https://www.brookspriceaction.com/viewtopic.php?t=2103,2004
04-15-2013 Monday,[[20130415]],https://www.brookspriceaction.com/viewtopic.php?t=2113,2007
04-16-2013 Tuesday,[[20130416]],https://www.brookspriceaction.com/viewtopic.php?t=2112,2009
