Title,Formatted Date,URL,pic_id
01-01-2018 Monday - No Webinar,[[20180101]],https://www.brookspriceaction.com/viewtopic.php?t=4285,
01-02-2018 Tueday,[[Invalid Date]],https://www.brookspriceaction.com/viewtopic.php?t=4286,5851
01-03-2018 Wednesday,[[20180103]],https://www.brookspriceaction.com/viewtopic.php?t=4287,5852
01-04-2018 Thursday,[[20180104]],https://www.brookspriceaction.com/viewtopic.php?t=4288,5853
01-05-2018 Friday,[[20180105]],https://www.brookspriceaction.com/viewtopic.php?t=4289,5854
01-08-2018 Monday,[[20180108]],https://www.brookspriceaction.com/viewtopic.php?t=4295,5855
01-09-2018 Tuesday,[[20180109]],https://www.brookspriceaction.com/viewtopic.php?t=4294,5856
01-10-2018 Wednesday - Al travel day - No webinar,[[20180110]],https://www.brookspriceaction.com/viewtopic.php?t=4293,
01-11-2018 Thursday - Al travel day - No webinar,[[20180111]],https://www.brookspriceaction.com/viewtopic.php?t=4292,
01-12-2018 Friday - Al travel day - No webinar,[[20180112]],https://www.brookspriceaction.com/viewtopic.php?t=4291,
01-15-2018 Monday - US Holiday,[[20180115]],https://www.brookspriceaction.com/viewtopic.php?t=4304,
01-16-2018 Tuesday,[[20180116]],https://www.brookspriceaction.com/viewtopic.php?t=4303,5857
01-17-2018 Wednesday,[[20180117]],https://www.brookspriceaction.com/viewtopic.php?t=4302,5859
01-18-2018 Thursday,[[20180118]],https://www.brookspriceaction.com/viewtopic.php?t=4301,5860
01-19-2018 Friday,[[20180119]],https://www.brookspriceaction.com/viewtopic.php?t=4300,5861
01-22-2018 Monday,[[20180122]],https://www.brookspriceaction.com/viewtopic.php?t=4309,5862
01-23-2018 Tuesday,[[20180123]],https://www.brookspriceaction.com/viewtopic.php?t=4308,5863
01-24-2018 Wednesday,[[20180124]],https://www.brookspriceaction.com/viewtopic.php?t=4307,5864
01-25-2018 Thursday,[[20180125]],https://www.brookspriceaction.com/viewtopic.php?t=4306,5865
01-26-2018 Friday,[[20180126]],https://www.brookspriceaction.com/viewtopic.php?t=4305,5866
01-29-2018 Monday,[[20180129]],https://www.brookspriceaction.com/viewtopic.php?t=4315,5868
01-30-2018 Tuesday,[[20180130]],https://www.brookspriceaction.com/viewtopic.php?t=4314,5869
01-31-2018 Wednesday,[[20180131]],https://www.brookspriceaction.com/viewtopic.php?t=4313,5870
02-01-2018 Thursday,[[20180201]],https://www.brookspriceaction.com/viewtopic.php?t=4312,5871
02-02-2018 Friday,[[20180202]],https://www.brookspriceaction.com/viewtopic.php?t=4311,5872
02-05-2018 Monday,[[20180205]],https://www.brookspriceaction.com/viewtopic.php?t=4326,5873
02-06-2018 Tuesday,[[20180206]],https://www.brookspriceaction.com/viewtopic.php?t=4325,5874
02-07-2018 Wednesday,[[20180207]],https://www.brookspriceaction.com/viewtopic.php?t=4324,5875
02-08-2018 Thursday,[[20180208]],https://www.brookspriceaction.com/viewtopic.php?t=4323,5876
02-09-2018 Friday,[[20180209]],https://www.brookspriceaction.com/viewtopic.php?t=4322,5877
02-12-2018 Monday,[[20180212]],https://www.brookspriceaction.com/viewtopic.php?t=4332,5878
02-13-2018 Tuesday,[[20180213]],https://www.brookspriceaction.com/viewtopic.php?t=4331,5880
02-14-2018 Wednesday,[[20180214]],https://www.brookspriceaction.com/viewtopic.php?t=4330,5881
02-15-2018 Thursday,[[20180215]],https://www.brookspriceaction.com/viewtopic.php?t=4329,5882
02-16-2018 Friday,[[20180216]],https://www.brookspriceaction.com/viewtopic.php?t=4328,5883
02-19-2018 Monday - US Holiday,[[20180219]],https://www.brookspriceaction.com/viewtopic.php?t=4341,
02-20-2018 Tuesday,[[20180220]],https://www.brookspriceaction.com/viewtopic.php?t=4340,5884
02-21-2018 Wednesday,[[20180221]],https://www.brookspriceaction.com/viewtopic.php?t=4339,5885
02-22-2018 Thursday,[[20180222]],https://www.brookspriceaction.com/viewtopic.php?t=4338,5886
02-23-2018 Friday,[[20180223]],https://www.brookspriceaction.com/viewtopic.php?t=4337,5887
02-26-2018 Monday,[[20180226]],https://www.brookspriceaction.com/viewtopic.php?t=4351,5889
02-27-2018 Tuesday,[[20180227]],https://www.brookspriceaction.com/viewtopic.php?t=4350,5890
02-28-2018 Wednesday,[[20180228]],https://www.brookspriceaction.com/viewtopic.php?t=4349,5891
03-01-2018 Thursday,[[20180301]],https://www.brookspriceaction.com/viewtopic.php?t=4348,5892
03-02-2018 Friday,[[20180302]],https://www.brookspriceaction.com/viewtopic.php?t=4347,5893
03-05-2018 Monday,[[20180305]],https://www.brookspriceaction.com/viewtopic.php?t=4360,5894
03-06-2018 Tuesday,[[20180306]],https://www.brookspriceaction.com/viewtopic.php?t=4359,5895
